DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
948 - SIGNS & SYMPTOMS W/O MCC,390026,CHESTNUT HILL HOSPITAL,8835 GERMANTOWN AVE,PHILADELPHIA,PA,19118,PA - Philadelphia,14,$30083.85,$4330.64,$3686.07
948 - SIGNS & SYMPTOMS W/O MCC,390111,HOSPITAL OF UNIV OF PENNSYLVANIA,34TH & SPRUCE STS,PHILADELPHIA,PA,19104,PA - Philadelphia,43,$48156.41,$8164.09,$7478.41
948 - SIGNS & SYMPTOMS W/O MCC,390115,ARIA HEALTH,10800 KNIGHTS ROAD,PHILADELPHIA,PA,19114,PA - Philadelphia,54,$23532.88,$5031.57,$4122.09
948 - SIGNS & SYMPTOMS W/O MCC,390142,ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK ROAD,PHILADELPHIA,PA,19141,PA - Philadelphia,85,$28591.37,$8557.17,$7739.42
948 - SIGNS & SYMPTOMS W/O MCC,390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,PA - Philadelphia,67,$32991.28,$6719.46,$6080.77
948 - SIGNS & SYMPTOMS W/O MCC,390204,NAZARETH HOSPITAL,2601 HOLME AVE,PHILADELPHIA,PA,19152,PA - Philadelphia,17,$21698.11,$4216.94,$3556.70
948 - SIGNS & SYMPTOMS W/O MCC,390223,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,PA - Philadelphia,21,$29146.76,$5438.09,$4905.14
948 - SIGNS & SYMPTOMS W/O MCC,390226,PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,800 SPRUCE STREET,PHILADELPHIA,PA,19107,PA - Philadelphia,38,$34508.55,$5373.76,$4931.13
948 - SIGNS & SYMPTOMS W/O MCC,390290,HAHNEMANN UNIVERSITY HOSPITAL,230 NORTH BROAD STREET,PHILADELPHIA,PA,19102,PA - Philadelphia,32,$77930.46,$6704.56,$5362.31
948 - SIGNS & SYMPTOMS W/O MCC,390312,CANCER TREATMENT CENTERS OF AMERICA,1331 EAST WYOMING AVENUE,PHILADELPHIA,PA,19124,PA - Philadelphia,24,$83945.95,$28968.20,$8894.20
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,11,$57137.45,$10582.81,$8871.00
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,90004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,14,$48336.14,$9479.57,$8680.14
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,22,$36636.04,$8419.54,$6781.31
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,25,$37544.56,$9888.52,$7601.96
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,90004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,20,$36903.25,$10076.00,$8493.85
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,19,$14635.68,$7506.52,$6403.21
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,45,$25516.91,$8154.20,$7104.02
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,30,$106102.90,$19586.06,$17173.43
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,11,$70826.72,$27012.45,$25989.09
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,90004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,70,$69010.80,$19885.77,$18657.65
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,38,$35605.63,$15229.42,$13972.97
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,128,$57675.75,$16601.86,$15067.35
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,46,$56647.28,$10411.65,$9482.80
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,20,$42920.90,$17571.85,$16672.65
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,90004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,59,$47935.08,$12231.62,$11187.72
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DC - Washington,27,$24711.59,$6826.29,$5951.77
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,39,$22669.97,$9692.53,$8737.97
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,90008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,DC - Washington,12,$31247.16,$8850.25,$7914.91
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,182,$32926.96,$10152.41,$8759.84
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,47,$39751.80,$7364.51,$6381.23
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,11,$25553.81,$11133.72,$10110.45
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,90004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,41,$43079.09,$10751.80,$8868.26
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DC - Washington,19,$23594.57,$4850.00,$3910.21
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,18,$18006.16,$6778.94,$5652.27
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,73,$25606.10,$7267.84,$5762.02
069 - TRANSIENT ISCHEMIA,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,35,$27204.71,$6689.65,$5094.45
069 - TRANSIENT ISCHEMIA,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DC - Washington,16,$21158.81,$4328.31,$3412.56
069 - TRANSIENT ISCHEMIA,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,40,$14174.02,$6058.20,$5074.10
069 - TRANSIENT ISCHEMIA,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,61,$19044.13,$6327.60,$4976.09
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,15,$24204.46,$7786.33,$6962.60
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,17,$25278.41,$12094.94,$11486.52
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,90004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,11,$44757.27,$8959.27,$8347.63
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,20,$14737.85,$7225.00,$6435.80
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,20,$24332.60,$7506.85,$6774.25
101 - SEIZURES W/O MCC,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,30,$37208.53,$7199.70,$6319.63
101 - SEIZURES W/O MCC,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,29,$23516.37,$10272.62,$9501.86
101 - SEIZURES W/O MCC,90004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,30,$34866.00,$9313.33,$8451.86
101 - SEIZURES W/O MCC,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,15,$13591.80,$6327.26,$5275.00
101 - SEIZURES W/O MCC,90008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,DC - Washington,24,$21676.12,$6031.00,$5165.08
101 - SEIZURES W/O MCC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,42,$23438.64,$6945.00,$5464.21
149 - DYSEQUILIBRIUM,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,12,$22767.00,$5609.41,$4679.41
149 - DYSEQUILIBRIUM,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,11,$13699.81,$7809.36,$6789.00
149 - DYSEQUILIBRIUM,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,13,$12963.76,$5331.15,$4388.07
149 - DYSEQUILIBRIUM,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,26,$20902.07,$5551.30,$4289.38
176 - PULMONARY EMBOLISM W/O MCC,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,29,$30657.34,$9216.31,$8282.34
176 - PULMONARY EMBOLISM W/O MCC,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,11,$35086.63,$13713.18,$13204.36
176 - PULMONARY EMBOLISM W/O MCC,90004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,19,$26397.42,$10342.89,$8558.94
176 - PULMONARY EMBOLISM W/O MCC,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DC - Washington,21,$18835.80,$6069.66,$5159.38
176 - PULMONARY EMBOLISM W/O MCC,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,14,$23401.35,$9060.85,$8160.35
176 - PULMONARY EMBOLISM W/O MCC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,63,$29478.41,$9640.31,$7117.85
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,90004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,12,$70219.41,$22537.75,$22163.08
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DC - Washington,19,$39890.05,$13449.57,$12486.47
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,18,$60259.22,$17387.77,$16776.38
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,17,$39654.70,$13341.17,$12483.05
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DC - Washington,24,$25439.16,$8715.91,$8064.91
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,90008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,DC - Washington,13,$38501.69,$11589.69,$10895.53
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,15,$36631.86,$12763.06,$12012.66
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,25,$56255.92,$22338.40,$21473.20
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DC - Washington,21,$25747.85,$8183.04,$7542.23
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,29,$35128.65,$10812.82,$10100.06
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,90008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,DC - Washington,21,$34000.76,$9983.71,$8701.76
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,40,$35477.32,$10817.57,$9804.50
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,28,$34063.17,$9981.25,$9221.10
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,38,$32888.05,$14913.71,$14248.28
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,90004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,17,$34016.64,$11814.23,$9967.70
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DC - Washington,15,$27103.33,$7036.00,$5988.00
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,52,$27212.76,$10264.09,$9233.69
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,90008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,DC - Washington,38,$35803.89,$9382.84,$8778.05
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,81,$32053.86,$10078.53,$9081.62
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,41,$32942.60,$9230.80,$8030.00
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,41,$26423.80,$12274.58,$11677.39
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,90004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,21,$32473.14,$10919.04,$7748.09
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DC - Washington,23,$20978.60,$6709.82,$4640.47
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,43,$17983.23,$7989.32,$6836.18
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,90008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,DC - Washington,32,$28814.62,$7427.15,$6569.46
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,124,$24088.90,$8386.15,$7331.75
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,44,$23444.97,$6450.13,$5761.31
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,63,$18372.39,$8831.74,$8324.22
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DC - Washington,29,$15055.82,$4270.06,$3454.75
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,46,$13369.34,$6092.65,$5215.36
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,90008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,DC - Washington,26,$17631.26,$5637.00,$4731.30
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,89,$22211.02,$6331.42,$5336.32
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,18,$41038.88,$12661.61,$11971.61
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,18,$37917.38,$18769.11,$18145.55
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,90004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,34,$60474.35,$16831.08,$13963.20
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DC - Washington,11,$21145.00,$8145.81,$7131.27
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,31,$30915.64,$11866.29,$11159.38
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,90008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,DC - Washington,15,$42423.46,$11712.00,$10714.20
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,96,$41337.14,$12712.04,$11881.77
194 - SIMPLE PNEUMONIA & PLEURISY W CC,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,63,$40273.09,$10029.65,$8842.65
194 - SIMPLE PNEUMONIA & PLEURISY W CC,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,25,$28896.36,$13651.28,$12711.88
194 - SIMPLE PNEUMONIA & PLEURISY W CC,90004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,49,$38988.12,$11651.63,$9206.53
194 - SIMPLE PNEUMONIA & PLEURISY W CC,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DC - Washington,81,$21669.11,$6175.27,$4876.16
194 - SIMPLE PNEUMONIA & PLEURISY W CC,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,43,$19446.37,$8551.48,$7608.23
194 - SIMPLE PNEUMONIA & PLEURISY W CC,90008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,DC - Washington,24,$33720.41,$7940.33,$7286.66
194 - SIMPLE PNEUMONIA & PLEURISY W CC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,108,$25672.69,$8787.53,$7921.50
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,39,$22589.33,$6477.41,$5159.10
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,12,$17855.08,$8890.25,$7857.91
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DC - Washington,39,$13446.05,$4754.07,$3165.00
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,17,$14436.52,$5995.94,$5006.52
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,90008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,DC - Washington,13,$18845.00,$5617.00,$4581.92
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,45,$16368.57,$6116.68,$4787.08
202 - BRONCHITIS & ASTHMA W CC/MCC,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,11,$26992.27,$7467.81,$6644.54
202 - BRONCHITIS & ASTHMA W CC/MCC,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,18,$18876.00,$10405.27,$9566.94
202 - BRONCHITIS & ASTHMA W CC/MCC,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DC - Washington,18,$15598.33,$5124.27,$3896.44
202 - BRONCHITIS & ASTHMA W CC/MCC,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,12,$17367.50,$7175.83,$6235.16
202 - BRONCHITIS & ASTHMA W CC/MCC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,33,$23263.72,$7321.90,$6271.81
203 - BRONCHITIS & ASTHMA W/O CC/MCC,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,16,$14079.50,$7495.31,$6577.56
203 - BRONCHITIS & ASTHMA W/O CC/MCC,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DC - Washington,12,$17134.66,$4015.75,$2978.08
203 - BRONCHITIS & ASTHMA W/O CC/MCC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,22,$16779.31,$5231.18,$4205.00
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,18,$251113.66,$51760.83,$50939.05
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,16,$163965.06,$67720.37,$66810.12
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,90004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,26,$227729.42,$61627.73,$58750.46
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,13,$92195.84,$40553.07,$39771.84
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,90008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,DC - Washington,18,$95175.88,$34422.61,$33659.33
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,39,$120567.23,$41182.56,$39091.48
